study,tag,n_ep,Tp_ep,Tp,val_data@Tp,val_phys@Tp,val_ou@Tp,val_bc@Tp,val_sr@Tp,val_total@Tp,spike@Tp,v0@Tp,T@Tp,s0@Tp,a@Tp,b@Tp,v0_std@Tp,T_std@Tp,s0_std@Tp,pd@Tp,lr_eff@Tp,vb_ep,val_data@vb,spike@vb,gn_max,gn_p99,spike_train_avg
R25_v2,R25v2_A2_seq_len_short,10,6,0.0081221153959631,0.2143511609633763,0.0509076856970787,0.0085054315899809,0.0016731419796002,0.0076440783152356,0.2253623817165692,0.0652150838871797,34.22426291402181,1.0384833099047344,1.230514252662659,0.3828894667625427,1.6229874407450358,2.0692141945759457,0.0670041582981745,0.0699191517258683,0.0201043111130272,0.0034729474881676,9,0.1820683800379435,0.0752582509815693,3043882763180428.0,10413150014.830008,0.06871918894723054
R25_v2,R25v2_A3_seq_len_long,10,9,0.0207997262477874,0.18690643063251,0.0367664087345784,0.0104156663304472,0.0003201647513335,0.0093813474250442,0.1961146939466608,0.053692535596325,30.74005163476822,1.3026278183815327,1.1953655557429537,0.4189913139698353,1.2911012933609334,2.6105312375312155,0.0973167338983175,0.0739024414859236,0.0223319930068438,0.000273273169447,10,0.1837669222595843,0.0585292702184078,3.608369270772241e+16,13.82197996471085,0.06249521156772968
R25_v2,R25v2_A4_delay_long,10,10,0.0148572167381644,0.187249879491456,0.038459016299965,0.0138745613871736,0.0016966212683655,0.0038020520451995,0.1953871562442881,0.0905783543402844,26.923389789905958,1.2138916165270703,1.3524617762007611,0.4588541881518161,1.2561070370547316,2.645884159476833,0.0869061340122146,0.0831885698395087,0.0125834471769655,1.2583447176965524e-08,10,0.187249879491456,0.0905783543402844,1615767513436700.0,9.990089773970505,0.09348334439098832
R25_v2,R25v2_A5_leak_slow,8,8,0.0285918209701776,0.1973877713639051,0.0449392032930924,0.0076209696881631,0.0013561392162805,0.0039795624628474,0.205608660077795,0.0887032928975655,39.54969682084753,0.9874374010461442,4.622985340179281,0.3531741010064774,1.2687024264893634,2.210260418342783,0.070695256200084,0.2634916539363404,0.019616022258937,0.0009365994652137,7,0.1954758623020446,0.0762271044696582,24461891346.632526,302039.7159388785,0.0660982744975222
R25_v2,R25v2_A6_combo_memory,7,6,0.0246819090098142,0.2041772768852558,0.0446615095468277,0.0088184499132268,0.0018631988104197,0.003812763705587,0.212853932158744,0.0898453121648189,26.597319227583863,1.139429942724553,1.2164973274190376,0.424958661198616,1.323997827286416,2.361225262601325,0.074742969323663,0.0672456235823003,0.016721132051037,0.0028885154646427,7,0.20095968301943,0.0999841140781311,1.610177443757262e+18,8947374418956.291,0.09552217300049957
R25_v2,R25v2_A1_baseline,10,10,0.0151893310248851,0.1805535644847662,0.0360956318488225,0.010617755058697,0.000986621618241,0.0060418416511272,0.1887015574314492,0.0763469724024229,33.96583361321307,1.2332826440638684,1.6321172219641664,0.4235796538439202,1.2675802752058556,2.224174058342234,0.0776971967177505,0.1868295210631604,0.0191814675869668,1.918146758696681e-08,10,0.1805535644847662,0.0763469724024229,21.79016568561076,8.546208059977005,0.0730706417225301
R25_v2,R25v2_B1_T_aux_low,10,10,0.0171567983925342,0.1798719524386081,0.0353942422637161,0.0057083162902656,0.005664976538723,0.0072858217655324,0.1987298875650827,0.0670619507102256,35.97686355671984,1.2183736391524052,1.4849794291435403,0.3961502917586489,1.1868128954096044,2.1764760905916387,0.0569274917126019,0.1361530739021428,0.0226852860364586,2.2685286036458677e-08,10,0.1798719524386081,0.0670619507102256,21.81158944281069,8.581509786672349,0.06569260194897648
R25_v2,R25v2_B2_T_aux_mid,9,9,0.0215506125241518,0.2109086162787168,0.0520653828626815,0.0053304158772857,0.0048381057774175,0.0088687682935492,0.288577112190901,0.0568287389432179,37.61629168530728,1.3263894408307175,1.451590914041438,0.4976695642826405,1.3728221299800467,1.748219518109839,0.0518837329991003,0.10720353032601,0.0181962755387782,0.0002226650298112,8,0.1818708223786125,0.0585516545564887,2.1984802967275987e+19,9.20215690527365e+17,0.05910375830531116
R25_v2,R25v2_B3_T_aux_high,8,7,0.0301009435206651,0.1853368621953624,0.0385231929137668,0.0103547179537696,0.0059510927191134,0.0117832638021122,0.5845795862693736,0.0417623850120667,32.63118799696577,1.1957337333166853,1.690693978299486,0.4363952185562316,1.229663146937147,2.341511734305544,0.0715359362595258,0.165702066602225,0.0213005947614486,0.0021951217342878,7,0.1853368621953624,0.0417623850120667,21829212572241.234,1434455201.8215506,0.04823639903217549
R25_v2,R25v2_C1_sr_off,7,4,0.0093527203425765,0.2052635300032635,0.0478372114953248,0.0085506429598528,0.0021309459198974,0.0081605729535519,0.212605729659504,0.0610761934534666,38.40038656681142,1.215385449693558,1.4555055245440056,0.4065754568957268,1.4576378528107987,1.3459659699112811,0.068165018381749,0.1085272163866048,0.0141785898653628,0.0046400086710904,7,0.1851140503632895,0.0511825557679255,1.8355184520017416e+19,39899604957.77177,0.06147083091083909
R25_v2,R25v2_C2_sr_high,10,8,0.0288677979260683,0.2006467463884582,0.0433321114520522,0.0100199614002547,0.0014915626985,0.0017685580690941,0.2158153106636823,0.1294884597288167,35.56657802297714,0.9005482469467406,3.628914063281201,0.378339077405473,1.1136480214747977,2.16081051270854,0.0744097791017687,0.3017069386675002,0.0152186718392416,0.0007266406877879,10,0.1856771735276313,0.1338915628321627,21.786159621896523,8.473869147091829,0.12787920590117574
R25_v2,R25v2_C3_sr_very_high,10,8,0.0109352469444274,0.2380984203216243,0.0605378854138023,0.0081605627721651,0.0025870364291372,0.0005761073909724,0.2586694204030519,0.1447509494709207,30.14325460474542,0.9235470856123782,1.1475811911390184,0.3897992424825404,1.4489134207684944,2.942389894039073,0.0657743671116359,0.0488352723892758,0.0127335251480923,0.0006079832438279,10,0.194012924553232,0.1438734782661529,21.773458745502527,8.460725903719512,0.13561020712554456
R25_v2,R25v2_D1_small,10,8,0.0277650877833366,0.1907814245750295,0.0402174809813856,0.0141366274452748,0.002330092365843,0.0034912771054303,0.1995857359960358,0.0938785340676599,31.22534598188197,1.1538613181799016,3.765271445538135,0.486153115458945,1.3684466972630074,1.8006590893293948,0.0951851978501741,0.163430536086572,0.0226136480404977,0.0010797260719671,10,0.1838491017672609,0.0959152903090766,6.937630903996531,5.529742300109304,0.1015675968006253
R25_v2,R25v2_D2_mid,7,5,0.0100833466276526,0.1905844985170567,0.0404022783759307,0.011667529254795,0.0009559782445959,0.0122263590270217,0.2022772599804274,0.0396884349967412,39.93804675974744,1.1815255858162617,1.434331297874451,0.3988974945659333,1.17663097286478,1.515198251351397,0.0802503775091881,0.1087542019507035,0.0088754077834502,0.0022188563835664,7,0.1782083195495478,0.0448401247824918,8.967996180005082e+16,22522218228465.965,0.04055665562860662
R25_v2,R25v2_D3_large,6,3,0.0100863119587302,0.2106341971282629,0.0502690557870974,0.0116918200547707,0.0015052703710452,0.0141010702230987,0.2248015013780999,0.0315353858106313,30.36131085740759,1.2096075130269883,3.2975932423104632,0.3831996074382295,1.821122920893608,2.056633102767011,0.0788682514920513,0.2362612072140612,0.0070866266191635,0.0028130117692088,3,0.2106341971282629,0.0315353858106313,1.7253512161278337e+19,4.588711069892159e+18,0.038309914504310864
R25_v2,R25v2_E1_short,5,3,0.0037453703116625,0.2211050367418756,0.0566639047997825,0.0150489635081922,0.0006790147316646,0.0068889657850377,0.2316473739895414,0.0684086499497928,34.06904862789398,1.162071462641371,1.1977958806017612,0.4286289720776233,0.9925108846831828,1.8583203687312757,0.0884523310876907,0.057749863704072,0.011285797134657,0.0019495808928951,5,0.2035708858215428,0.0675625625125905,21.79016568561076,9.8325874589877,0.07036495397239921
R25_v2,R25v2_E2_long,5,4,0.0052078878507018,0.2053716783907185,0.0480009639992358,0.0086267419639935,0.0036987858625591,0.0073540155154137,0.2179789073131186,0.066420670796899,36.75955998643916,1.20304370370317,1.3944538876097252,0.4215580996997813,1.1555156653865857,1.9955576094699667,0.0700145057263843,0.0944506324669148,0.0116447622634151,0.0052663943194693,4,0.2053716783907185,0.066420670796899,3.0918910851957366e+18,99537992789685.16,0.09063267065833007
R25_v2,R25v2_E3_very_long,30,14,0.0312932580709457,0.180305424403954,0.0363679447141971,0.0091957852697653,0.0011204104870384,0.0102637797455362,0.1906543079605128,0.0499799194587196,38.79333296227962,1.2926499628006145,2.3024740739071623,0.4293981165962016,1.391312838868892,1.5154577299179708,0.0651431786926819,0.2334339512472457,0.0264611337274064,0.007306780690659,30,0.161101583232905,0.0910266071875044,2.1322673906653391e+18,6.169624342518963,0.06803472281309461
R26_v2,R26v2_F0_baseline_replica,10,10,0.0151893310248851,0.1805535644847662,0.0360956318488225,0.010617755058697,0.000986621618241,0.0060418416511272,0.1887015574314492,0.0763469724024229,33.96583361321307,1.2332826440638684,1.6321172219641664,0.4235796538439202,1.2675802752058556,2.224174058342234,0.0776971967177505,0.1868295210631604,0.0191814675869668,1.918146758696681e-08,10,0.1805535644847662,0.0763469724024229,21.79016568561076,8.546208059977005,0.0730706417225301
R26_v2,R26v2_F1_TRIPLE_win,10,10,0.0205402988940477,0.1934215149426079,0.0412421000408048,0.0111934301998228,0.0012036228631526,0.0046613085160448,0.2046320638123979,0.08324619814595,29.201034799535226,1.21477728099265,1.1700614018643156,0.4911056544552458,1.2300589382648468,2.470138347133043,0.0811408006368165,0.0493001920502989,0.0143989336344239,1.439893363442398e-08,8,0.1895064323982025,0.0862897693952347,50410848838.311325,9.923285064505505,0.08825568011403082
R26_v2,R26v2_F2_A4_B1,10,9,0.0138425910845398,0.1949267698887815,0.0431450858558627,0.0119049507292344,0.0009568319028053,0.0026550738775961,0.2082125106231963,0.1002021180267663,28.397483480737563,1.284262328071797,1.3300247154337297,0.44447214885595,1.1246742745663256,3.039471973764136,0.0807237007278711,0.0821694840189129,0.013769579326948,0.0001684962279665,10,0.1878257280889343,0.1009875659216591,2055249907937.013,9.878203397922668,0.09578544560819861
R26_v2,R26v2_F3_B1_C1,10,10,0.026541082188487,0.1805051827525839,0.0356712037786603,0.0095839593571888,0.0018350321660064,0.0091485216274877,0.191840316069887,0.0558510121116612,33.66238713771739,1.1826955035645912,1.7022555800194437,0.4121839247168378,1.2448264499928088,1.946538454991706,0.0711588552023502,0.1663380554144052,0.0204922962114939,2.049229621149393e-08,10,0.1805051827525839,0.0558510121116612,4.813447549674856e+17,5631.0284750459405,0.05986446929350491
R26_v2,R26v2_F4_A4_C1,3,3,0.0056984252296388,0.2233237112535441,0.0594540688040805,0.0173716839363283,0.0008333870573004,0.0046944975682058,0.2309710886329412,0.0822088704939852,29.179506870026284,1.220842736832639,1.28103351085744,0.37374584059766,1.055604394128982,2.144811172117578,0.0952153579985841,0.0701931899492727,0.0132562409905202,0.0052620187186047,3,0.2233237112535441,0.0822088704939852,1.216883344085198e+18,10467.068443637987,0.09075410198420282
R26_v2,R26v2_F5_TRIPLE_short,5,5,0.0048135458491742,0.2140990236496671,0.0521392421549225,0.0139053431587254,0.0009787799543971,0.0038145136179778,0.2272657117548775,0.0892103357200927,29.453861368463397,1.128699281114213,1.171909530112084,0.4504960485278292,1.2270087460254102,2.646144487756364,0.0826333238881953,0.0505787181752198,0.01000454791885,1.0004547918850001e-08,5,0.2140990236496671,0.0892103357200927,50410848838.311325,11.657259587026052,0.09510407856106755
R28_v2,R28v2_A0_baseline_lr05,10,10,0.0151893310248851,0.1805535644847662,0.0360956318488225,0.010617755058697,0.000986621618241,0.0060418416511272,0.1887015574314492,0.0763469724024229,33.96583361321307,1.2332826440638684,1.6321172219641664,0.4235796538439202,1.2675802752058556,2.224174058342234,0.0776971967177505,0.1868295210631604,0.0191814675869668,1.918146758696681e-08,10,0.1805535644847662,0.0763469724024229,21.79016568561076,8.546208059977005,0.0730706417225301
R28_v2,R28v2_A1_d0_1e-5,7,6,0.0053210956975817,0.1974944631628533,0.0447036346836768,0.0090266331346665,0.0029887238497104,0.0082501642445617,0.2095299647288753,0.0611199931875663,31.87560629337392,1.293291597290242,1.668774145080688,0.3765095150534143,1.4800904665855652,2.1469716093641646,0.0717566352377229,0.1673028771864607,0.0171214773182998,0.0029576736706873,7,0.1947429820974456,0.0601931623916359,12899761897444.604,1042915.2003317976,0.06695575255434955
R28_v2,R28v2_B1_steps_300,3,3,0.0155828287824988,0.195503666739356,0.0433898166272828,0.0101604288848899,0.0010239156383692,0.0135096053176737,0.2081293885774434,0.0340767138181848,36.81628837991268,1.2425667516728665,1.7913190944397703,0.3654370336456501,1.3970793992915052,2.0716034868692463,0.0684293782675361,0.1663521798525719,0.0485039883512614,0.0192534893424043,2,0.1945616506594926,0.0380728478701983,2.1842448903221376e+18,21.924022483169257,0.04774166113231326
R28_v2,R28v2_C1_d0_steps_combo,2,2,0.0185635387897491,0.2118449781010759,0.0501511762181217,0.0121625232921437,0.0007008578764977,0.013218692424608,0.2247784262166378,0.0352265537775894,42.59222582553296,1.061610037024985,1.41533251899354,0.3600466038952482,1.2992839889323458,1.0729350679890906,0.0783526023968737,0.1460904359540089,0.0417833762752087,0.0188967134310112,1,0.2144257677124535,0.0626977647436743,5.05964354066368e+17,1238956.9987752067,0.05938960176582133
R28_v2,R28v2_D1_warm_restart,6,4,0.0139467241242527,0.1715239319514404,0.0330355457188759,0.009002676238603,0.0003832967140479,0.0081364799394926,0.1797291573850398,0.0631071431463227,35.306850108694526,1.3033922165632248,1.5387788529091693,0.3711542323865789,1.2475419371051992,1.802686053744339,0.0883193006342712,0.1841975755672505,0.0358453631010954,0.0017114962181276,4,0.1715239319514404,0.0631071431463227,8.422347991700394e+18,26764073.241160028,0.06468682777402651
R29_v2,R29v2_A1_init_shift,7,5,0.0091641107574105,0.1978896386683621,0.0443030024564111,0.008954464412106,0.0010368466461232,0.0108014647229673,0.2092052412001376,0.0465899898987659,39.39012807480832,1.2824390517904405,1.6709540955563809,0.3611859376443193,1.6603985828288057,1.469791714973906,0.0651868599407533,0.1803095679967961,0.0247494894258747,0.0061873847312134,7,0.1913524726207586,0.0507519014496752,535917335376759.1,588772.8865820912,0.05768648518249387
R29_v2,R29v2_B1_tau3to1_lin,10,8,0.0243145395070314,0.1769129782915115,0.0338834084129515,0.0112669763571404,0.0035833429953643,0.0035763409667947,0.1862361811973313,0.0984883656566764,39.36330358018267,1.1891003390575976,1.567021408613692,0.3822031710693176,1.188972941104402,1.8640103814330824,0.0813502791595268,0.1328738380936866,0.0259124738113493,0.0012372339709707,8,0.1769129782915115,0.0984883656566764,32125.43404019688,17.94057114457738,0.09190370478481051
R29_v2,R29v2_B2_tau5to1_lin,10,8,0.0250641889870166,0.1804757867246232,0.0350868067050233,0.0061939697343598,0.0031088232555045,0.0036775596587824,0.1892417697037788,0.0992623731652472,39.66259268496899,1.1362371676145715,1.862541956470368,0.4180047882998243,1.201201206826149,1.7594436837479157,0.0649121092394628,0.1497474040122742,0.0233470178005219,0.0011147420255573,7,0.1741771719002343,0.1208499433234968,9.347522989913598,4.549219521160958,0.10935543099045751
R29_v2,R29v2_B3_tau10to1_lin,7,6,0.0308214239776134,0.1814918427510147,0.0369214211724341,0.0020554051988391,0.0021444980674722,0.0023911123498806,0.1886268092636415,0.1191309534330317,39.59554570786496,1.2681911137509854,1.6848253550681662,0.4496678532438075,1.5062389595711485,0.7478357903817867,0.036422203730871,0.0689791093402086,0.0297815593778867,0.0051446573450669,7,0.177298819368824,0.1398562286247281,7.329695710916768e+18,1390882565.0431287,0.13134077182970938
R29_v2,R29v2_B4_tau5to1_exp,5,5,0.0255604404956102,0.1939527422110451,0.0424956274887626,0.0031799921726292,0.0038196099492276,0.0026888999704347,0.2035253640819103,0.120739509113767,38.4186501401536,1.1388958965210203,1.4716503563079428,0.4145334855990207,1.3621804118156433,1.334312064533538,0.0437781851580168,0.0883988517118578,0.0233470178005219,0.0058367661236393,5,0.1939527422110451,0.120739509113767,1.6327634914917622e+19,75987721026670.47,0.10847048279518878
R29_v2,R29v2_C1_init_tau5,7,2,0.0112489014863967,0.2159069775742419,0.0530295027345617,0.0012499194049172,0.0021370209351758,0.002200417519119,0.2245096525256621,0.1087401626591986,37.41198821777993,1.155749372979428,1.6474810610426234,0.4418585192649922,1.2306674699834053,0.5343091660674583,0.025756378241993,0.0638537109492624,0.0204488905805687,0.0092480995967859,4,0.2135805282939938,0.1160888493536634,8.140378872344031e+18,1.1046715980493424e+16,0.11070309805218127
R29_v2,R29v2_C2_init_tau10,4,1,0.0108766127377748,0.3868289896623885,0.1711957104048354,0.0006245486946043,0.0224659425216196,0.0021669901599147,0.427529226512985,0.1081347661687338,31.227424489690904,1.1833055697857064,2.2713100142935487,1.1128654026604714,1.5094162447655457,0.3032111576262941,0.0187463479988435,0.0401594761184396,0.0259073382498115,0.012636670912037,4,0.2112632139803881,0.1564397018482076,1.116226347053698e+19,4.7311577054358056e+16,0.12593707890808578
R29_v2,R29v2_C3_init_per_channel,10,10,0.040705170482397,0.1809070058008458,0.0359741467487146,0.0052662452755921,0.0015377886476126,0.0015326785866599,0.1870718603121473,0.1500556535543279,40.76692151008768,1.1248548928093405,2.3317671012371144,0.4537696553037522,1.0985228381258376,0.9685867722047136,0.0592018998961182,0.0831767170036092,0.019879731811882,1.9879731811882023e-08,9,0.1765289085501052,0.143062604729958,40.557128851485096,3.460422101605764,0.11722149370983241
R29_v2,R29v2_D1_C1_epochs20,20,14,0.0537537075579166,0.1841450786772877,0.0378456387973509,0.0031584414307949,0.0012605037430801,0.0048809098269016,0.1917885241514824,0.0871153185144066,41.577527330276816,1.334117148150789,3.2150417173162418,0.4363286557032707,1.295186516135297,0.9211037415599926,0.043228464349708,0.1780146285098918,0.0401667364955705,0.0041393621757649,17,0.1670160999799028,0.0905424298797833,1.6074571555828765e+19,6.9213291350194375,0.09763821639120576
R29_v2,R29v2_D2_C2_epochs20,20,11,0.0503024980425834,0.1740312412024495,0.034014323152889,0.0020144364389125,0.0009445141448341,0.0035967560966109,0.1802762875412689,0.1016953461308111,39.05516819243736,1.2422827748542136,1.9366449453729264,0.4307719480167044,1.541596122244571,1.012814761317791,0.0355045723907173,0.0973812355560825,0.0448408708270788,0.0094565792245909,17,0.1699103095192224,0.0972693153122004,7.966863922907773e+16,2.974332287389708,0.11417285714857278
R29_v2,R29v2_E0_baseline,10,10,0.0151893310248851,0.1805535644847662,0.0360956318488225,0.010617755058697,0.000986621618241,0.0060418416511272,0.1887015574314492,0.0763469724024229,33.96583361321307,1.2332826440638684,1.6321172219641664,0.4235796538439202,1.2675802752058556,2.224174058342234,0.0776971967177505,0.1868295210631604,0.0191814675869668,1.918146758696681e-08,10,0.1805535644847662,0.0763469724024229,21.79016568561076,8.546208059977005,0.0730706417225301
R29_v2,R29v2_E1_no_po2,10,5,0.0137349497526884,0.1928897553539656,0.0420364131630854,0.009683682278611,0.0008652825174012,0.0089153551541149,0.2029005393306625,0.0570800682391099,36.85102291310087,1.246593510216855,1.4229866145773138,0.4422640710117969,1.2375864107558068,1.584661287037616,0.0742663146056076,0.1123877529134141,0.0205040092725529,0.0051260125701428,10,0.1759664408387022,0.0690318836850371,1518.7112375845386,9.859163689202914,0.06480643039569253
R30,R30_A0_baseline,10,10,0.0151893310248851,0.1805535644847662,0.0360956318488225,0.010617755058697,0.000986621618241,0.0060418416511272,0.1887015574314492,0.0763469724024229,33.96583361321307,1.2332826440638684,1.6321172219641664,0.4235796538439202,1.2675802752058556,2.224174058342234,0.0776971967177505,0.1868295210631604,0.0191814675869668,1.918146758696681e-08,10,0.1805535644847662,0.0763469724024229,21.79016568561076,8.546208059977005,0.0730706417225301
R30,R30_A1_v0_aux,8,2,0.006366625893861,0.2606930539329001,0.0795862999487113,0.0116835770041166,0.000162163181277,0.0105061783489989,2.109423725845966,0.047743590469373,21.306957189072957,0.9483038057038125,1.2780044021758628,0.4293194159548333,1.0279393177083198,1.834600130294232,0.0738416769482353,0.0857182456170545,0.0108424295702227,0.0049035358735715,7,0.2236391192183215,0.0498609552358059,1.7521761385851509e+19,97699692324620.33,0.049111008184651486
R30,R30_A2_s0_aux,7,6,0.0180720742791891,0.1820339600139476,0.0366672024433005,0.0093600215994693,0.0017791093977114,0.0086354933557734,0.2023035946916392,0.058180581520688,39.32746879090654,1.1739277624069375,2.553162597595377,0.3834089432308014,1.360814578355627,1.7575167274855552,0.073182279600742,0.123522161644824,0.0208494951901317,0.0036016753592323,6,0.1820339600139476,0.058180581520688,2.0234578559786496e+17,167895519038046.38,0.06297963992226864
R30,R30_A3_a_aux,10,8,0.0089750327169895,0.201292086234118,0.0431470335708891,0.0111186299844585,0.0017267508398971,0.0064933276134592,0.2527455053430922,0.0714575615414279,32.3477533725982,1.1271172565348604,1.774215910662996,0.5441289607514727,1.3231414245798232,2.009982728498413,0.0770265874948273,0.2286253874685536,0.0128862100643272,0.0006152734379867,10,0.2021504623934309,0.0659855388778638,21.7838769146228,8.537221948315661,0.06105997685715552
R30,R30_A4_b_aux,7,5,0.0128209507092833,0.219469076141398,0.0542124261475227,0.0095024732501305,0.0020614694836886,0.0087403564607387,0.2420562601628455,0.0580782701083003,37.64571355251556,1.16137440312416,1.2258889732208658,0.5349076507573433,1.652395049308209,1.4359993676238871,0.068206597238462,0.0640183898986891,0.0203499204054253,0.0050874902763165,6,0.1992262682897296,0.055734022282698,8.193271035420497e+18,2.325016262293183e+16,0.06885143607389177
R30,R30_B1_full_aux_lam01,10,3,0.0096039595082402,0.2315178914986392,0.061760099820218,0.0085076334158037,0.00271541020118,0.0103758706963878,1.4679509566185325,0.0484423415061641,22.97142644131437,1.1226032033879707,2.40615584241583,0.610255277220239,1.393680693621331,1.389736184097351,0.064770830537569,0.1462499024940932,0.0200624794272399,0.0079637313747731,10,0.2223943234124082,0.0449811249099513,30757.730109849115,127.48613742294486,0.046766813809052066
R30,R30_B2_full_aux_lam05,3,2,0.0042997170239686,0.2969203907203801,0.1016633079357524,0.0123349402169201,0.0013856270912943,0.0100666187961209,9.411379631529464,0.0498367067466073,20.966020097123817,0.9963362762268554,2.408046311520516,0.820908673900239,1.5485422008849206,1.5629541664681537,0.0781948036771822,0.1879969543599068,0.0138832699959584,0.0062787691657804,3,0.2449848154916408,0.0399428204375695,88871577334.70999,670.024808991366,0.04878968865610655
R30,R30_C1_full_aux_plus_T,10,1,0.0068017519079148,0.3270108394641825,0.1219780024121257,0.0185194007180472,0.014114705730498,0.0076241837269527,3.5526145690299096,0.0630582617793945,26.97364896409055,1.1243778568633058,1.9147660618132731,0.6886859480687912,0.7014116071006085,1.938614176942947,0.0978465148822424,0.1629985798388085,0.0088242127390778,0.0043041346573819,8,0.2367434244048088,0.0383994985827581,156.79741567713504,116.21835896870013,0.04447479804791506
